index,link_id,link_type,diameter,length,n_exp,C,status,node_out,node_in
399,p399,pipe,0.1,49.187,1.852,120.0,Open,n78,n443
400,p400,pipe,0.1,43.6626,1.852,120.0,Open,n443,n444
401,p401,pipe,0.1,42.9463,1.852,120.0,Open,n444,n84
402,p402,pipe,0.1,44.2564,1.852,140.0,Open,n80,n445
403,p403,pipe,0.1,44.2494,1.852,140.0,Open,n445,n84
404,p404,pipe,0.1,54.4589,1.852,120.0,Open,n81,n446
405,p405,pipe,0.1,46.7165,1.852,120.0,Open,n446,n447
406,p406,pipe,0.1,49.8495,1.852,120.0,Open,n447,n448
407,p407,pipe,0.1,47.0062,1.852,120.0,Open,n448,n89
408,p408,pipe,0.1,50.2513,1.852,140.0,Open,n82,n449
409,p409,pipe,0.1,50.2513,1.852,140.0,Open,n449,n85
410,p410,pipe,0.1,49.2875,1.852,140.0,Open,n83,n450
411,p411,pipe,0.1,49.2875,1.852,140.0,Open,n450,n451
412,p412,pipe,0.1,49.2875,1.852,140.0,Open,n451,n90
413,p413,pipe,0.1,49.8375,1.852,140.0,Open,n84,n452
414,p414,pipe,0.1,48.5855,1.852,140.0,Open,n452,n453
415,p415,pipe,0.1,48.353,1.852,140.0,Open,n453,n89
416,p416,pipe,0.15,49.4835,1.852,140.0,Open,n87,n454
417,p417,pipe,0.15,49.4898,1.852,140.0,Open,n454,n455
418,p418,pipe,0.15,49.4835,1.852,140.0,Open,n455,n456
419,p419,pipe,0.15,49.4898,1.852,140.0,Open,n456,n457
420,p420,pipe,0.15,49.4835,1.852,140.0,Open,n457,n93
421,p421,pipe,0.1,42.3914,1.852,140.0,Open,n89,n458
422,p422,pipe,0.1,47.8763,1.852,140.0,Open,n458,n459
423,p423,pipe,0.1,38.7107,1.852,140.0,Open,n459,n460
424,p424,pipe,0.1,55.5815,1.852,140.0,Open,n460,n169
425,p425,pipe,0.2,49.43,1.852,140.0,Open,n90,n461
426,p426,pipe,0.2,49.4395,1.852,140.0,Open,n461,n462
427,p427,pipe,0.2,49.43,1.852,140.0,Open,n462,n340
428,p428,pipe,0.1,46.1048,1.852,140.0,Open,n93,n463
429,p429,pipe,0.1,46.1134,1.852,140.0,Open,n463,n464
430,p430,pipe,0.1,46.11,1.852,140.0,Open,n464,n465
431,p431,pipe,0.1,46.1134,1.852,140.0,Open,n465,n184
432,p432,pipe,0.15,44.2888,1.852,140.0,Open,n93,n466
433,p433,pipe,0.15,44.2811,1.852,140.0,Open,n466,n467
434,p434,pipe,0.15,44.2888,1.852,140.0,Open,n467,n342
435,p435,pipe,0.1,61.2158,1.852,140.0,Open,n94,n468
436,p436,pipe,0.1,61.2244,1.852,140.0,Open,n468,n98
437,p437,pipe,0.1,59.0415,1.852,140.0,Open,n94,n469
438,p438,pipe,0.1,48.9692,1.852,140.0,Open,n469,n470
439,p439,pipe,0.1,38.2847,1.852,140.0,Open,n470,n471
440,p440,pipe,0.1,46.223,1.852,140.0,Open,n471,n95
441,p441,pipe,0.1,40.3008,1.852,140.0,Open,n95,n472
442,p442,pipe,0.1,40.3008,1.852,140.0,Open,n472,n96
443,p443,pipe,0.1,37.7905,1.852,140.0,Open,n96,n473
444,p444,pipe,0.1,37.7814,1.852,140.0,Open,n473,n101
445,p445,pipe,0.1,58.8701,1.852,140.0,Open,n97,n474
446,p446,pipe,0.1,58.8652,1.852,140.0,Open,n474,n100
447,p447,pipe,0.1,66.1955,1.852,140.0,Open,n97,n475
448,p448,pipe,0.1,46.3511,1.852,140.0,Open,n475,n476
449,p449,pipe,0.1,48.0382,1.852,140.0,Open,n476,n110
450,p450,pipe,0.1,42.1265,1.852,140.0,Open,n98,n477
451,p451,pipe,0.1,42.1206,1.852,140.0,Open,n477,n101
452,p452,pipe,0.1,45.3559,1.852,140.0,Open,n99,n478
453,p453,pipe,0.1,45.3559,1.852,140.0,Open,n478,n479
454,p454,pipe,0.1,45.3524,1.852,140.0,Open,n479,n480
455,p455,pipe,0.1,45.3559,1.852,140.0,Open,n480,n481
456,p456,pipe,0.1,45.3559,1.852,140.0,Open,n481,n104
457,p457,pipe,0.1,43.7858,1.852,140.0,Open,n100,n482
458,p458,pipe,0.1,43.7858,1.852,140.0,Open,n482,n112
459,p459,pipe,0.1,43.7708,1.852,140.0,Open,n100,n483
460,p460,pipe,0.1,43.7793,1.852,140.0,Open,n483,n105
461,p461,pipe,0.1,39.4389,1.852,140.0,Open,n106,n484
462,p462,pipe,0.1,48.8057,1.852,140.0,Open,n484,n485
463,p463,pipe,0.1,67.5757,1.852,140.0,Open,n485,n116
464,p464,pipe,0.1,47.1461,1.852,140.0,Open,n108,n486
465,p465,pipe,0.1,47.1471,1.852,140.0,Open,n486,n118
466,p466,pipe,0.1,41.838,1.852,140.0,Open,n108,n487
467,p467,pipe,0.1,41.838,1.852,140.0,Open,n487,n119
468,p468,pipe,0.15,51.9688,1.852,140.0,Open,n109,n488
469,p469,pipe,0.15,51.9688,1.852,140.0,Open,n488,n489
470,p470,pipe,0.15,51.9688,1.852,140.0,Open,n489,n490
471,p471,pipe,0.15,51.9688,1.852,140.0,Open,n490,n125
472,p472,pipe,0.1,41.677,1.852,140.0,Open,n112,n491
473,p473,pipe,0.1,41.6713,1.852,140.0,Open,n491,n120
474,p474,pipe,0.1,49.435,1.852,140.0,Open,n113,n492
475,p475,pipe,0.1,49.4306,1.852,140.0,Open,n492,n493
476,p476,pipe,0.1,49.435,1.852,140.0,Open,n493,n123
477,p477,pipe,0.2,46.8209,1.852,140.0,Open,n115,n494
478,p478,pipe,0.2,46.8291,1.852,140.0,Open,n494,n124
479,p479,pipe,0.1,44.8971,1.852,140.0,Open,n115,n495
480,p480,pipe,0.1,44.8925,1.852,140.0,Open,n495,n128
481,p481,pipe,0.1,56.0035,1.852,140.0,Open,n117,n496
482,p482,pipe,0.1,56.0175,1.852,140.0,Open,n496,n497
483,p483,pipe,0.1,56.0035,1.852,140.0,Open,n497,n130
484,p484,pipe,0.1,61.2154,1.852,140.0,Open,n117,n498
485,p485,pipe,0.1,61.2092,1.852,140.0,Open,n498,n129
486,p486,pipe,0.1,46.182,1.852,140.0,Open,n119,n499
487,p487,pipe,0.1,46.1819,1.852,140.0,Open,n499,n127
488,p488,pipe,0.1,50.5681,1.852,140.0,Open,n120,n500
489,p489,pipe,0.1,45.738,1.852,140.0,Open,n500,n501
490,p490,pipe,0.1,46.546,1.852,140.0,Open,n501,n502
491,p491,pipe,0.1,47.9078,1.852,140.0,Open,n502,n136
492,p492,pipe,0.1,41.1083,1.852,140.0,Open,n121,n503
493,p493,pipe,0.1,41.0942,1.852,140.0,Open,n503,n127
494,p494,pipe,0.1,57.655,1.852,140.0,Open,n122,n504
495,p495,pipe,0.1,57.6639,1.852,140.0,Open,n504,n505
496,p496,pipe,0.1,57.655,1.852,140.0,Open,n505,n334
497,p497,pipe,0.1,44.4234,1.852,140.0,Open,n123,n506
498,p498,pipe,0.1,63.4395,1.852,140.0,Open,n506,n132
499,p499,pipe,0.1,50.0966,1.852,140.0,Open,n123,n507
500,p500,pipe,0.1,50.0997,1.852,140.0,Open,n507,n508
501,p501,pipe,0.1,50.0966,1.852,140.0,Open,n508,n509
502,p502,pipe,0.1,50.0997,1.852,140.0,Open,n509,n134
503,p503,pipe,0.1,53.9955,1.852,140.0,Open,n124,n510
504,p504,pipe,0.1,54.0087,1.852,140.0,Open,n510,n511
505,p505,pipe,0.1,53.9955,1.852,140.0,Open,n511,n333
506,p506,pipe,0.15,46.7221,1.852,140.0,Open,n125,n512
507,p507,pipe,0.15,52.9434,1.852,140.0,Open,n512,n513
508,p508,pipe,0.15,51.5535,1.852,140.0,Open,n513,n134
509,p509,pipe,0.1,44.671,1.852,140.0,Open,n126,n514
510,p510,pipe,0.1,44.6784,1.852,140.0,Open,n514,n515
511,p511,pipe,0.1,44.671,1.852,140.0,Open,n515,n516
512,p512,pipe,0.1,44.671,1.852,140.0,Open,n516,n139
513,p513,pipe,0.1,51.3582,1.852,140.0,Open,n128,n517
514,p514,pipe,0.1,51.354,1.852,140.0,Open,n517,n518
515,p515,pipe,0.1,51.3582,1.852,140.0,Open,n518,n332
516,p516,pipe,0.1,54.3225,1.852,140.0,Open,n129,n519
517,p517,pipe,0.1,54.3143,1.852,140.0,Open,n519,n140
518,p518,pipe,0.1,49.2445,1.852,140.0,Open,n129,n520
519,p519,pipe,0.1,49.2586,1.852,140.0,Open,n520,n521
520,p520,pipe,0.1,49.2445,1.852,140.0,Open,n521,n141
521,p521,pipe,0.1,44.3503,1.852,140.0,Open,n130,n522
522,p522,pipe,0.1,44.3554,1.852,140.0,Open,n522,n138
523,p523,pipe,0.1,44.1281,1.852,140.0,Open,n132,n523
524,p524,pipe,0.1,44.1281,1.852,140.0,Open,n523,n137
525,p525,pipe,0.1,53.5583,1.852,140.0,Open,n132,n524
526,p526,pipe,0.1,53.5538,1.852,140.0,Open,n524,n136
527,p527,pipe,0.1,55.6634,1.852,140.0,Open,n138,n525
528,p528,pipe,0.1,55.6496,1.852,140.0,Open,n525,n145
529,p529,pipe,0.1,51.9983,1.852,140.0,Open,n139,n526
530,p530,pipe,0.1,51.9994,1.852,140.0,Open,n526,n527
531,p531,pipe,0.1,51.9983,1.852,140.0,Open,n527,n152
532,p532,pipe,0.1,47.4437,1.852,120.0,Open,n140,n528
533,p533,pipe,0.1,47.4412,1.852,120.0,Open,n528,n529
534,p534,pipe,0.1,47.4437,1.852,120.0,Open,n529,n150
535,p535,pipe,0.1,52.2005,1.852,140.0,Open,n142,n530
536,p536,pipe,0.1,52.1933,1.852,140.0,Open,n530,n152
537,p537,pipe,0.15,39.4283,1.852,140.0,Open,n142,n531
538,p538,pipe,0.15,39.4283,1.852,140.0,Open,n531,n147
539,p539,pipe,0.1,42.5989,1.852,140.0,Open,n143,n532
540,p540,pipe,0.1,42.5948,1.852,140.0,Open,n532,n149
541,p541,pipe,0.1,38.7756,1.852,140.0,Open,n143,n533
542,p542,pipe,0.1,38.7795,1.852,140.0,Open,n533,n156
543,p543,pipe,0.1,52.7663,1.852,140.0,Open,n144,n534
544,p544,pipe,0.1,52.9968,1.852,140.0,Open,n534,n535
545,p545,pipe,0.1,50.5571,1.852,140.0,Open,n535,n536
546,p546,pipe,0.1,55.8986,1.852,140.0,Open,n536,n161
547,p547,pipe,0.1,57.5883,1.852,120.0,Open,n146,n537
548,p548,pipe,0.1,57.5883,1.852,120.0,Open,n537,n150
549,p549,pipe,0.1,41.1662,1.852,140.0,Open,n148,n538
550,p550,pipe,0.1,41.1662,1.852,140.0,Open,n538,n334
551,p551,pipe,0.15,44.5293,1.852,140.0,Open,n149,n539
552,p552,pipe,0.15,44.5315,1.852,140.0,Open,n539,n157
553,p553,pipe,0.1,40.8647,1.852,140.0,Open,n151,n540
554,p554,pipe,0.1,40.8606,1.852,140.0,Open,n540,n333
555,p555,pipe,0.1,39.9307,1.852,140.0,Open,n154,n541
556,p556,pipe,0.1,39.9399,1.852,140.0,Open,n541,n332
557,p557,pipe,0.1,53.1881,1.852,140.0,Open,n155,n542
558,p558,pipe,0.1,53.1746,1.852,140.0,Open,n542,n543
559,p559,pipe,0.1,53.1881,1.852,140.0,Open,n543,n163
560,p560,pipe,0.1,52.2754,1.852,140.0,Open,n157,n544
561,p561,pipe,0.1,52.2783,1.852,140.0,Open,n544,n165
562,p562,pipe,0.1,38.372,1.852,140.0,Open,n158,n545
563,p563,pipe,0.1,36.8009,1.852,140.0,Open,n545,n546
564,p564,pipe,0.1,46.4672,1.852,140.0,Open,n546,n547
565,p565,pipe,0.1,56.091,1.852,140.0,Open,n547,n548
566,p566,pipe,0.1,79.5058,1.852,140.0,Open,n548,n165
567,p567,pipe,0.1,55.5403,1.852,140.0,Open,n158,n549
568,p568,pipe,0.1,55.5409,1.852,140.0,Open,n549,n550
569,p569,pipe,0.1,55.5403,1.852,140.0,Open,n550,n172
570,p570,pipe,0.1,43.6496,1.852,140.0,Open,n159,n551
571,p571,pipe,0.1,43.6468,1.852,140.0,Open,n551,n552
572,p572,pipe,0.1,43.6496,1.852,140.0,Open,n552,n167
573,p573,pipe,0.1,55.0151,1.852,140.0,Open,n160,n553
574,p574,pipe,0.1,55.0151,1.852,140.0,Open,n553,n554
575,p575,pipe,0.1,55.0151,1.852,140.0,Open,n554,n555
576,p576,pipe,0.1,55.0151,1.852,140.0,Open,n555,n177
577,p577,pipe,0.1,38.8471,1.852,140.0,Open,n161,n556
578,p578,pipe,0.1,38.8453,1.852,140.0,Open,n556,n168
579,p579,pipe,0.1,60.9532,1.852,140.0,Open,n162,n557
580,p580,pipe,0.1,60.9616,1.852,140.0,Open,n557,n170
581,p581,pipe,0.1,46.0603,1.852,140.0,Open,n164,n558
582,p582,pipe,0.1,46.0541,1.852,140.0,Open,n558,n559
583,p583,pipe,0.1,46.0681,1.852,140.0,Open,n559,n560
584,p584,pipe,0.1,46.0541,1.852,140.0,Open,n560,n561
585,p585,pipe,0.1,46.0603,1.852,140.0,Open,n561,n179
586,p586,pipe,0.1,54.6393,1.852,140.0,Open,n165,n562
587,p587,pipe,0.1,54.6332,1.852,140.0,Open,n562,n172
588,p588,pipe,0.1,49.5382,1.852,140.0,Open,n166,n563
589,p589,pipe,0.1,49.5368,1.852,140.0,Open,n563,n564
590,p590,pipe,0.1,49.5382,1.852,140.0,Open,n564,n565
591,p591,pipe,0.1,49.5368,1.852,140.0,Open,n565,n566
592,p592,pipe,0.1,49.5382,1.852,140.0,Open,n566,n185
593,p593,pipe,0.1,48.5253,1.852,140.0,Open,n169,n567
594,p594,pipe,0.1,48.5197,1.852,140.0,Open,n567,n568
595,p595,pipe,0.1,48.5253,1.852,140.0,Open,n568,n178
596,p596,pipe,0.1,51.2225,1.852,140.0,Open,n171,n569
597,p597,pipe,0.1,51.2148,1.852,140.0,Open,n569,n570
598,p598,pipe,0.1,51.2289,1.852,140.0,Open,n570,n571
599,p599,pipe,0.1,51.2148,1.852,140.0,Open,n571,n572
600,p600,pipe,0.1,51.2225,1.852,140.0,Open,n572,n188
601,p601,pipe,0.1,53.3805,1.852,140.0,Open,n173,n573
602,p602,pipe,0.1,53.3666,1.852,140.0,Open,n573,n574
603,p603,pipe,0.1,53.3805,1.852,140.0,Open,n574,n575
604,p604,pipe,0.1,53.3666,1.852,140.0,Open,n575,n576
605,p605,pipe,0.1,53.3805,1.852,140.0,Open,n576,n189
606,p606,pipe,0.1,54.7828,1.852,140.0,Open,n176,n577
607,p607,pipe,0.1,48.7504,1.852,140.0,Open,n577,n181
608,p608,pipe,0.1,32.3629,1.852,140.0,Open,n176,n578
609,p609,pipe,0.1,32.3599,1.852,140.0,Open,n578,n184
610,p610,pipe,0.1,40.204,1.852,140.0,Open,n182,n579
611,p611,pipe,0.1,40.1921,1.852,140.0,Open,n579,n184
612,p612,pipe,0.1,49.861,1.852,140.0,Open,n186,n580
613,p613,pipe,0.1,49.8649,1.852,140.0,Open,n580,n193
614,p614,pipe,0.1,49.9509,1.852,140.0,Open,n187,n581
615,p615,pipe,0.1,49.9533,1.852,140.0,Open,n581,n582
616,p616,pipe,0.1,49.9509,1.852,140.0,Open,n582,n195
617,p617,pipe,0.1,46.4205,1.852,140.0,Open,n191,n583
618,p618,pipe,0.1,52.3405,1.852,140.0,Open,n583,n584
619,p619,pipe,0.1,45.92,1.852,140.0,Open,n584,n585
620,p620,pipe,0.1,47.1995,1.852,140.0,Open,n585,n198
621,p621,pipe,0.1,42.492,1.852,140.0,Open,n191,n586
622,p622,pipe,0.1,42.492,1.852,140.0,Open,n586,n587
623,p623,pipe,0.1,42.492,1.852,140.0,Open,n587,n196
624,p624,pipe,0.1,51.4257,1.852,140.0,Open,n192,n588
625,p625,pipe,0.1,53.0618,1.852,140.0,Open,n588,n194
626,p626,pipe,0.1,56.8085,1.852,140.0,Open,n194,n589
627,p627,pipe,0.1,56.8085,1.852,140.0,Open,n589,n590
628,p628,pipe,0.1,56.8085,1.852,140.0,Open,n590,n197
629,p629,pipe,0.16,45.0223,1.852,140.0,Open,n195,n591
630,p630,pipe,0.16,45.0146,1.852,140.0,Open,n591,n197
631,p631,pipe,0.1,50.1963,1.852,140.0,Open,n196,n592
632,p632,pipe,0.1,50.1828,1.852,140.0,Open,n592,n593
633,p633,pipe,0.1,50.1963,1.852,140.0,Open,n593,n594
634,p634,pipe,0.1,50.1828,1.852,140.0,Open,n594,n595
635,p635,pipe,0.1,50.1963,1.852,140.0,Open,n595,n199
636,p636,pipe,0.1,51.8426,1.852,140.0,Open,n196,n596
637,p637,pipe,0.1,51.8561,1.852,140.0,Open,n596,n597
638,p638,pipe,0.1,51.8426,1.852,140.0,Open,n597,n598
639,p639,pipe,0.1,51.8426,1.852,140.0,Open,n598,n200
640,p640,pipe,0.1,51.041,1.852,140.0,Open,n198,n599
641,p641,pipe,0.1,44.9201,1.852,140.0,Open,n599,n600
642,p642,pipe,0.1,48.6103,1.852,140.0,Open,n600,n601
643,p643,pipe,0.1,47.8073,1.852,140.0,Open,n601,n203
644,p644,pipe,0.1,43.1012,1.852,140.0,Open,n198,n602
645,p645,pipe,0.1,43.0927,1.852,140.0,Open,n602,n603
646,p646,pipe,0.1,43.1012,1.852,140.0,Open,n603,n200
647,p647,pipe,0.16,44.7849,1.852,140.0,Open,n199,n604
648,p648,pipe,0.16,44.793,1.852,140.0,Open,n604,n605
649,p649,pipe,0.16,44.7849,1.852,140.0,Open,n605,n606
650,p650,pipe,0.16,44.793,1.852,140.0,Open,n606,n607
651,p651,pipe,0.16,44.7849,1.852,140.0,Open,n607,n204
652,p652,pipe,0.1,42.2564,1.852,140.0,Open,n199,n608
653,p653,pipe,0.1,56.3877,1.852,140.0,Open,n608,n609
654,p654,pipe,0.1,55.6009,1.852,140.0,Open,n609,n610
655,p655,pipe,0.1,48.57,1.852,140.0,Open,n610,n611
656,p656,pipe,0.1,49.0932,1.852,140.0,Open,n611,n612
657,p657,pipe,0.1,45.8613,1.852,140.0,Open,n612,n613
658,p658,pipe,0.1,46.1546,1.852,140.0,Open,n613,n200
659,p659,pipe,0.1,53.6192,1.852,140.0,Open,n200,n614
660,p660,pipe,0.1,53.6134,1.852,140.0,Open,n614,n201
661,p661,pipe,0.1,51.9074,1.852,140.0,Open,n200,n615
662,p662,pipe,0.1,59.8917,1.852,140.0,Open,n615,n616
663,p663,pipe,0.1,47.9481,1.852,140.0,Open,n616,n617
664,p664,pipe,0.1,59.1206,1.852,140.0,Open,n617,n204
665,p665,pipe,0.1,40.5355,1.852,140.0,Open,n201,n618
666,p666,pipe,0.1,40.5355,1.852,140.0,Open,n618,n203
667,p667,pipe,0.1,46.3,1.852,140.0,Open,n202,n619
668,p668,pipe,0.1,46.3,1.852,140.0,Open,n619,n620
669,p669,pipe,0.1,46.3086,1.852,140.0,Open,n620,n621
670,p670,pipe,0.1,46.3,1.852,140.0,Open,n621,n214
671,p671,pipe,0.16,51.4048,1.852,140.0,Open,n204,n622
672,p672,pipe,0.16,51.397,1.852,140.0,Open,n622,n214
673,p673,pipe,0.1,44.2209,1.852,120.0,Open,n206,n623
674,p674,pipe,0.1,44.2109,1.852,120.0,Open,n623,n226
675,p675,pipe,0.1,38.9176,1.852,120.0,Open,n207,n624
676,p676,pipe,0.1,38.9119,1.852,120.0,Open,n624,n210
677,p677,pipe,0.1,42.9908,1.852,120.0,Open,n208,n625
678,p678,pipe,0.1,42.9908,1.852,120.0,Open,n625,n337
679,p679,pipe,0.1,34.6872,1.852,120.0,Open,n211,n626
680,p680,pipe,0.1,50.597,1.852,120.0,Open,n626,n233
681,p681,pipe,0.2,42.8756,1.852,140.0,Open,n218,n627
682,p682,pipe,0.2,42.8756,1.852,140.0,Open,n627,n220
683,p683,pipe,0.2,55.0033,1.852,140.0,Open,n218,n628
684,p684,pipe,0.2,55.0033,1.852,140.0,Open,n628,n629
685,p685,pipe,0.2,55.0033,1.852,140.0,Open,n629,n335
686,p686,pipe,0.1,41.3852,1.852,140.0,Open,n219,n630
687,p687,pipe,0.1,41.3852,1.852,140.0,Open,n630,n222
688,p688,pipe,0.15,39.2619,1.852,140.0,Open,n219,n631
689,p689,pipe,0.15,39.2615,1.852,140.0,Open,n631,n338
690,p690,pipe,0.2,49.8701,1.852,140.0,Open,n220,n632
691,p691,pipe,0.2,49.8781,1.852,140.0,Open,n632,n633
692,p692,pipe,0.2,49.8701,1.852,140.0,Open,n633,n634
693,p693,pipe,0.2,49.8701,1.852,140.0,Open,n634,n635
694,p694,pipe,0.2,49.8781,1.852,140.0,Open,n635,n636
695,p695,pipe,0.2,49.8701,1.852,140.0,Open,n636,n230
696,p696,pipe,0.15,39.021,1.852,140.0,Open,n222,n637
697,p697,pipe,0.15,46.2162,1.852,140.0,Open,n637,n638
698,p698,pipe,0.15,45.0813,1.852,140.0,Open,n638,n639
699,p699,pipe,0.15,55.5188,1.852,140.0,Open,n639,n640
700,p700,pipe,0.15,52.7013,1.852,140.0,Open,n640,n641
701,p701,pipe,0.15,38.6951,1.852,140.0,Open,n641,n229
702,p702,pipe,0.1,52.7766,1.852,140.0,Open,n223,n642
703,p703,pipe,0.1,52.7766,1.852,140.0,Open,n642,n643
704,p704,pipe,0.1,52.7677,1.852,140.0,Open,n643,n644
705,p705,pipe,0.1,52.7766,1.852,140.0,Open,n644,n232
706,p706,pipe,0.1,46.0095,1.852,140.0,Open,n223,n645
707,p707,pipe,0.1,49.2161,1.852,140.0,Open,n645,n646
708,p708,pipe,0.1,54.441,1.852,140.0,Open,n646,n647
709,p709,pipe,0.1,51.5097,1.852,140.0,Open,n647,n648
710,p710,pipe,0.1,56.1044,1.852,140.0,Open,n648,n228
711,p711,pipe,0.1,51.6009,1.852,140.0,Open,n224,n649
712,p712,pipe,0.1,51.6098,1.852,140.0,Open,n649,n650
713,p713,pipe,0.1,51.5963,1.852,140.0,Open,n650,n651
714,p714,pipe,0.1,51.6009,1.852,140.0,Open,n651,n235
715,p715,pipe,0.1,42.111,1.852,140.0,Open,n224,n652
716,p716,pipe,0.1,63.0104,1.852,140.0,Open,n652,n225
717,p717,pipe,0.1,46.3567,1.852,140.0,Open,n225,n653
718,p718,pipe,0.1,46.3567,1.852,140.0,Open,n653,n654
719,p719,pipe,0.1,46.3567,1.852,140.0,Open,n654,n239
720,p720,pipe,0.1,41.5854,1.852,140.0,Open,n225,n655
721,p721,pipe,0.1,42.1769,1.852,140.0,Open,n655,n656
722,p722,pipe,0.1,51.0216,1.852,140.0,Open,n656,n657
723,p723,pipe,0.1,44.6217,1.852,140.0,Open,n657,n241
724,p724,pipe,0.1,50.1102,1.852,140.0,Open,n228,n658
725,p725,pipe,0.1,50.1052,1.852,140.0,Open,n658,n240
726,p726,pipe,0.2,52.4974,1.852,140.0,Open,n230,n659
727,p727,pipe,0.2,52.4974,1.852,140.0,Open,n659,n660
728,p728,pipe,0.2,52.4974,1.852,140.0,Open,n660,n248
729,p729,pipe,0.1,56.5261,1.852,140.0,Open,n240,n661
730,p730,pipe,0.1,50.3384,1.852,140.0,Open,n661,n662
731,p731,pipe,0.1,62.2137,1.852,140.0,Open,n662,n663
732,p732,pipe,0.1,34.8226,1.852,140.0,Open,n663,n252
733,p733,pipe,0.1,50.6261,1.852,140.0,Open,n245,n664
734,p734,pipe,0.1,50.6292,1.852,140.0,Open,n664,n665
735,p735,pipe,0.1,50.6261,1.852,140.0,Open,n665,n666
736,p736,pipe,0.1,50.6292,1.852,140.0,Open,n666,n258
737,p737,pipe,0.1,35.78,1.852,120.0,Open,n246,n667
738,p738,pipe,0.1,52.1012,1.852,120.0,Open,n667,n254
739,p739,pipe,0.2,49.1982,1.852,140.0,Open,n248,n668
740,p740,pipe,0.2,50.9743,1.852,140.0,Open,n668,n669
741,p741,pipe,0.2,46.6046,1.852,140.0,Open,n669,n670
742,p742,pipe,0.2,47.2139,1.852,140.0,Open,n670,n671
743,p743,pipe,0.2,51.2096,1.852,140.0,Open,n671,n672
744,p744,pipe,0.2,50.8017,1.852,140.0,Open,n672,n271
745,p745,pipe,0.1,44.4531,1.852,140.0,Open,n251,n673
746,p746,pipe,0.1,44.4439,1.852,140.0,Open,n673,n674
747,p747,pipe,0.1,44.4531,1.852,140.0,Open,n674,n675
748,p748,pipe,0.1,44.4531,1.852,140.0,Open,n675,n260
749,p749,pipe,0.1,38.6749,1.852,140.0,Open,n252,n676
750,p750,pipe,0.1,38.6812,1.852,140.0,Open,n676,n255
751,p751,pipe,0.15,51.8609,1.852,140.0,Open,n255,n677
752,p752,pipe,0.15,51.8511,1.852,140.0,Open,n677,n264
753,p753,pipe,0.1,57.3993,1.852,140.0,Open,n257,n678
754,p754,pipe,0.1,57.3942,1.852,140.0,Open,n678,n265
755,p755,pipe,0.1,50.8348,1.852,140.0,Open,n257,n679
756,p756,pipe,0.1,50.8295,1.852,140.0,Open,n679,n680
757,p757,pipe,0.1,50.8348,1.852,140.0,Open,n680,n263
758,p758,pipe,0.225,50.3026,1.852,140.0,Open,n261,n681
759,p759,pipe,0.225,50.2996,1.852,140.0,Open,n681,n682
760,p760,pipe,0.225,50.3026,1.852,140.0,Open,n682,n272
761,p761,pipe,0.1,56.7786,1.852,140.0,Open,n262,n683
762,p762,pipe,0.1,47.9173,1.852,140.0,Open,n683,n264
763,p763,pipe,0.1,49.6335,1.852,140.0,Open,n263,n684
764,p764,pipe,0.1,49.6246,1.852,140.0,Open,n684,n685
765,p765,pipe,0.1,49.6335,1.852,140.0,Open,n685,n686
766,p766,pipe,0.1,49.6246,1.852,140.0,Open,n686,n283
767,p767,pipe,0.1,43.5047,1.852,140.0,Open,n266,n687
768,p768,pipe,0.1,43.5047,1.852,140.0,Open,n687,n270
769,p769,pipe,0.15,53.9334,1.852,140.0,Open,n266,n688
770,p770,pipe,0.15,53.9334,1.852,140.0,Open,n688,n278
771,p771,pipe,0.1,49.122,1.852,140.0,Open,n269,n689
772,p772,pipe,0.1,49.1175,1.852,140.0,Open,n689,n690
773,p773,pipe,0.1,49.122,1.852,140.0,Open,n690,n284
774,p774,pipe,0.1,40.5177,1.852,140.0,Open,n270,n691
775,p775,pipe,0.1,40.5146,1.852,140.0,Open,n691,n272
776,p776,pipe,0.2,49.4191,1.852,140.0,Open,n271,n692
777,p777,pipe,0.2,49.4191,1.852,140.0,Open,n692,n693
778,p778,pipe,0.2,49.4264,1.852,140.0,Open,n693,n694
779,p779,pipe,0.2,49.4191,1.852,140.0,Open,n694,n695
780,p780,pipe,0.2,49.4191,1.852,140.0,Open,n695,n696
781,p781,pipe,0.2,49.4191,1.852,140.0,Open,n696,n298
782,p782,pipe,0.225,41.858,1.852,140.0,Open,n272,n697
783,p783,pipe,0.225,41.8616,1.852,140.0,Open,n697,n698
784,p784,pipe,0.225,41.858,1.852,140.0,Open,n698,n285
785,p785,pipe,0.1,47.902,1.852,140.0,Open,n273,n699
786,p786,pipe,0.1,47.9154,1.852,140.0,Open,n699,n700
787,p787,pipe,0.1,47.902,1.852,140.0,Open,n700,n290
788,p788,pipe,0.1,44.2335,1.852,120.0,Open,n274,n701
789,p789,pipe,0.1,44.2262,1.852,120.0,Open,n701,n702
790,p790,pipe,0.1,44.2335,1.852,120.0,Open,n702,n287
791,p791,pipe,0.1,45.0892,1.852,140.0,Open,n277,n703
792,p792,pipe,0.1,47.0074,1.852,140.0,Open,n703,n704
793,p793,pipe,0.1,46.1225,1.852,140.0,Open,n704,n705
794,p794,pipe,0.1,64.7194,1.852,140.0,Open,n705,n290
795,p795,pipe,0.1,37.7147,1.852,140.0,Open,n279,n706
796,p796,pipe,0.1,37.7034,1.852,140.0,Open,n706,n288
797,p797,pipe,0.1,51.8136,1.852,140.0,Open,n279,n707
798,p798,pipe,0.1,51.8166,1.852,140.0,Open,n707,n285
