index,link_id,link_type,diameter,length,n_exp,C,status,node_out,node_in
629,link_0629,pipe,0.101599998,1.49,1.852,116.3672,Open,node_0500,node_2161
630,link_0630,pipe,0.101599998,2.21,1.852,127.561943,Open,node_0501,node_0183
631,link_0631,pipe,0.101599998,37.09,1.852,116.3672,Open,node_0501,node_0502
632,link_0632,pipe,0.101599998,20.780001,1.852,116.3672,Open,node_0502,node_0188
633,link_0633,pipe,0.072199997,1.38,1.852,126.972746,Open,node_0502,node_1470
634,link_0634,pipe,0.076599998,8.61,1.852,116.3672,Open,node_0503,node_0252
635,link_0635,pipe,0.076599998,40.830002,1.852,116.3672,Open,node_0503,node_0517
636,link_0636,pipe,0.050799999,3.52,1.852,121.9786,Open,node_0503,node_1196
637,link_0637,pipe,0.101599998,9.59,1.852,116.3672,Open,node_0504,node_1286
638,link_0638,pipe,0.101599998,3.48,1.852,116.3672,Open,node_0504,node_2162
639,link_0639,pipe,0.100199997,1.33,1.852,126.972746,Open,node_0505,node_1813
640,link_0640,pipe,0.0965,20.84,1.852,127.561943,Open,node_0505,node_2178
641,link_0641,pipe,0.076599998,5.42,1.852,116.3672,Open,node_0506,node_1157
642,link_0642,pipe,0.101599998,2.53,1.852,116.3672,Open,node_0506,node_1670
643,link_0643,pipe,0.101599998,5.37,1.852,125.654067,Open,node_0507,node_1660
644,link_0644,pipe,0.101599998,75.43,1.852,116.3672,Open,node_0507,node_2623
645,link_0645,pipe,0.144800003,9.0,1.852,126.972746,Open,node_0508,node_2108
646,link_0646,pipe,0.072190002,2.14,1.852,127.169145,Open,node_0509,node_1910
647,link_0647,pipe,0.144800003,59.740002,1.852,126.972746,Open,node_0509,node_2109
648,link_0648,pipe,0.101599998,16.700001,1.852,116.3672,Open,node_0510,node_1153
649,link_0649,pipe,0.101599998,59.889999,1.852,116.3672,Open,node_0510,node_2572
650,link_0650,pipe,0.178,38.470001,1.852,116.3672,Open,node_0511,node_0141
651,link_0651,pipe,0.178,1.47,1.852,116.3672,Open,node_0511,node_1704
652,link_0652,pipe,0.072199997,39.23,1.852,126.972746,Open,node_0512,node_1159
653,link_0653,pipe,0.072199997,5.04,1.852,126.972746,Open,node_0512,node_1476
654,link_0654,pipe,0.072199997,1.25,1.852,126.972746,Open,node_0513,node_1747
655,link_0655,pipe,0.178,27.950001,1.852,116.3672,Open,node_0513,node_2570
656,link_0656,pipe,0.076599998,53.290001,1.852,116.3672,Open,node_0514,node_0515
657,link_0657,pipe,0.076599998,28.91,1.852,116.3672,Open,node_0514,node_2616
658,link_0658,pipe,0.076599998,33.130001,1.852,116.3672,Open,node_0515,node_0146
659,link_0659,pipe,0.079199997,1.03,1.852,126.972746,Open,node_0515,node_1782
660,link_0660,pipe,0.101599998,5.34,1.852,116.3672,Open,node_0516,node_1182
661,link_0661,pipe,0.076599998,45.799999,1.852,116.3672,Open,node_0516,node_2024
662,link_0662,pipe,0.076599998,42.959999,1.852,116.3672,Open,node_0516,node_2180
663,link_0663,pipe,0.072190002,0.86,1.852,126.972746,Open,node_0517,node_1890
664,link_0664,pipe,0.101599998,0.85,1.852,127.561943,Open,node_0518,node_0780
665,link_0665,pipe,0.101599998,76.860001,1.852,81.01538,Open,node_0518,node_2349
666,link_0666,pipe,0.101599998,1.5,1.852,127.561943,Open,node_0519,node_0794
667,link_0667,pipe,0.101599998,62.529999,1.852,81.01538,Open,node_0519,node_2348
668,link_0668,pipe,0.1,32.389999,1.852,127.561943,Open,node_0520,node_0535
669,link_0669,pipe,0.1,1.43,1.852,127.561943,Open,node_0520,node_0804
670,link_0670,pipe,0.0965,1.6,1.852,127.561943,Open,node_0521,node_0808
671,link_0671,pipe,0.0965,1.9,1.852,127.561943,Open,node_0521,node_2358
672,link_0672,pipe,0.0965,17.889999,1.852,127.561943,Open,node_0522,node_0003
673,link_0673,pipe,0.0965,1.0,1.852,127.561943,Open,node_0522,node_0872
674,link_0674,pipe,0.101599998,7.47,1.852,127.561943,Open,node_0523,node_0796
675,link_0675,pipe,0.101599998,1.68,1.852,81.01538,Open,node_0523,node_0798
676,link_0676,pipe,0.1485,0.37,1.852,127.561943,Open,node_0524,node_0868
677,link_0677,pipe,0.15239999399999998,81.389999,1.852,118.387304,Open,node_0524,node_1500
678,link_0678,pipe,0.101599998,3.26,1.852,127.561943,Open,node_0525,node_0810
679,link_0679,pipe,0.15239999399999998,6.97,1.852,118.387304,Open,node_0525,node_2364
680,link_0680,pipe,0.15239999399999998,19.26,1.852,118.387304,Open,node_0526,node_0814
681,link_0681,pipe,0.101599998,2.35,1.852,80.847038,Open,node_0526,node_0818
682,link_0682,pipe,0.203,52.139999,1.852,80.847038,Open,node_0527,node_0007
683,link_0683,pipe,0.101599998,4.47,1.852,80.847038,Open,node_0527,node_0820
684,link_0684,pipe,0.09,1.13,1.852,127.561943,Open,node_0528,node_0824
685,link_0685,pipe,0.101599998,21.040001,1.852,125.654067,Open,node_0528,node_1412
686,link_0686,pipe,0.178,2.25,1.852,80.847038,Open,node_0529,node_0012
687,link_0687,pipe,0.08,0.96,1.852,127.561943,Open,node_0529,node_1394
688,link_0688,pipe,0.0965,14.57,1.852,127.561943,Open,node_0530,node_0014
689,link_0689,pipe,0.0965,2.54,1.852,127.561943,Open,node_0530,node_0850
690,link_0690,pipe,0.101599998,1.28,1.852,125.654067,Open,node_0531,node_0822
691,link_0691,pipe,0.0965,15.19,1.852,127.561943,Open,node_0531,node_0846
692,link_0692,pipe,0.0965,1.28,1.852,127.561943,Open,node_0532,node_0852
693,link_0693,pipe,0.0965,34.700001,1.852,127.561943,Open,node_0532,node_2390
694,link_0694,pipe,0.1,6.36,1.852,127.561943,Open,node_0533,node_0017
695,link_0695,pipe,0.1,1.7,1.852,127.561943,Open,node_0533,node_0864
696,link_0696,pipe,0.1,24.58,1.852,127.561943,Open,node_0534,node_0858
697,link_0697,pipe,0.1,0.7,1.852,127.561943,Open,node_0534,node_0862
698,link_0698,pipe,0.1,0.98,1.852,127.561943,Open,node_0535,node_0802
699,link_0699,pipe,0.1,42.459999,1.852,127.561943,Open,node_0535,node_2395
700,link_0700,pipe,0.101599998,5.77,1.852,96.16616,Open,node_0536,node_0023
701,link_0701,pipe,0.101599998,8.96,1.852,96.16616,Open,node_0536,node_0896
702,link_0702,pipe,0.101599998,14.71,1.852,116.3672,Open,node_0537,node_0709
703,link_0703,pipe,0.076599998,8.92,1.852,116.3672,Open,node_0537,node_2405
704,link_0704,pipe,0.178,88.839996,1.852,96.16616,Open,node_0538,node_0539
705,link_0705,pipe,0.178,2.57,1.852,80.847038,Open,node_0538,node_0842
706,link_0706,pipe,0.076599998,2.72,1.852,116.3672,Open,node_0538,node_2382
707,link_0707,pipe,0.178,34.98,1.852,96.16616,Open,node_0539,node_1358
708,link_0708,pipe,0.076599998,1.44,1.852,116.3672,Open,node_0539,node_2404
709,link_0709,pipe,0.127199997,69.440002,1.852,80.847038,Open,node_0540,node_0541
710,link_0710,pipe,0.076599998,0.62,1.852,106.54725,Open,node_0540,node_2064
711,link_0711,pipe,0.127199997,4.22,1.852,80.847038,Open,node_0540,node_2491
712,link_0712,pipe,0.101599998,4.2,1.852,80.847038,Open,node_0541,node_0064
713,link_0713,pipe,0.178,4.68,1.852,80.847038,Open,node_0542,node_0303
714,link_0714,pipe,0.08,5.51,1.852,127.561943,Open,node_0542,node_1016
715,link_0715,pipe,0.076599998,2.68,1.852,80.847038,Open,node_0544,node_0840
716,link_0716,pipe,0.22860000600000002,6.35,1.852,106.54725,Open,node_0545,node_0365
717,link_0717,pipe,0.100199997,1.4,1.852,126.972746,Open,node_0546,node_1805
718,link_0718,pipe,0.127199997,47.110001,1.852,126.860518,Open,node_0547,node_0478
719,link_0719,pipe,0.101599998,1.62,1.852,121.9786,Open,node_0547,node_1012
720,link_0720,pipe,0.101599998,1.7,1.852,127.561943,Open,node_0548,node_0786
721,link_0721,pipe,0.15239999399999998,2.3,1.852,118.387304,Open,node_0548,node_0800
722,link_0722,pipe,0.076599998,57.880001,1.852,125.654067,Open,node_0549,node_0480
723,link_0723,pipe,0.076599998,13.0,1.852,125.654067,Open,node_0549,node_1038
724,link_0724,pipe,0.076599998,12.28,1.852,125.654067,Open,node_0550,node_1040
725,link_0725,pipe,0.101599998,87.309998,1.852,125.654067,Open,node_0550,node_2520
726,link_0726,pipe,0.14400000000000002,22.27,1.852,127.561943,Open,node_0551,node_1074
727,link_0727,pipe,0.097,4.23,1.852,127.561943,Open,node_0551,node_1077
728,link_0728,pipe,0.0965,1.7,1.852,127.561943,Open,node_0552,node_1084
729,link_0729,pipe,0.101599998,10.82,1.852,125.654067,Open,node_0552,node_2203
730,link_0730,pipe,0.14400000000000002,91.660004,1.852,127.561943,Open,node_0553,node_0088
731,link_0731,pipe,0.097,4.84,1.852,127.561943,Open,node_0553,node_1224
732,link_0732,pipe,0.050799999,2.05,1.852,126.972746,Open,node_0554,node_1092
733,link_0733,pipe,0.195,52.869999,1.852,127.561943,Open,node_0554,node_1094
734,link_0734,pipe,0.0965,33.060001,1.852,127.561943,Open,node_0555,node_1204
735,link_0735,pipe,0.1,1.3,1.852,127.561943,Open,node_0555,node_1212
736,link_0736,pipe,0.101599998,17.74,1.852,96.16616,Open,node_0556,node_0557
737,link_0737,pipe,0.097,3.19,1.852,127.561943,Open,node_0556,node_1216
738,link_0738,pipe,0.050799999,9.2,1.852,127.561943,Open,node_0557,node_1214
739,link_0739,pipe,0.101599998,57.259998,1.852,96.16616,Open,node_0557,node_2628
740,link_0740,pipe,0.097,4.0,1.852,127.561943,Open,node_0558,node_1226
741,link_0741,pipe,0.14400000000000002,26.57,1.852,127.561943,Open,node_0558,node_2046
742,link_0742,pipe,0.101599998,1.61,1.852,125.654067,Open,node_0559,node_1070
743,link_0743,pipe,0.178,18.309999,1.852,96.16616,Open,node_0559,node_2498
744,link_0744,pipe,0.101599998,2.98,1.852,125.654067,Open,node_0560,node_1052
745,link_0745,pipe,0.178,116.93,1.852,96.16616,Open,node_0560,node_2177
746,link_0746,pipe,0.15239999399999998,3.16,1.852,127.561943,Open,node_0561,node_0374
747,link_0747,pipe,0.15239999399999998,0.17,1.852,127.561943,Open,node_0561,node_1490
748,link_0748,pipe,0.15239999399999998,2.05,1.852,127.561943,Open,node_0562,node_1492
749,link_0749,pipe,0.25,0.6,1.852,127.561943,Open,node_0563,node_2192
750,link_0750,pipe,0.2,52.259998,1.852,127.561943,Open,node_0564,node_0565
751,link_0751,pipe,0.20110000600000003,2.36,1.852,126.972746,Open,node_0564,node_1446
752,link_0752,pipe,0.2,136.449997,1.852,127.561943,Open,node_0565,node_2425
753,link_0753,pipe,0.15239999399999998,28.23,1.852,125.654067,Open,node_0566,node_0308
754,link_0754,pipe,0.144800003,0.99,1.852,126.972746,Open,node_0566,node_1520
755,link_0755,pipe,0.100199997,75.900002,1.852,126.972746,Open,node_0567,node_2138
756,link_0756,pipe,0.100199997,83.580002,1.852,126.972746,Open,node_0567,node_2172
757,link_0757,pipe,0.144800003,3.31,1.852,126.972746,Open,node_0568,node_1522
758,link_0758,pipe,0.144800003,2.08,1.852,126.972746,Open,node_0568,node_1526
759,link_0759,pipe,0.144800003,6.19,1.852,126.972746,Open,node_0569,node_0570
760,link_0760,pipe,0.050400002,1.02,1.852,126.972746,Open,node_0569,node_1616
761,link_0761,pipe,0.144800003,33.330002,1.852,126.972746,Open,node_0570,node_1590
762,link_0762,pipe,0.050400002,1.12,1.852,126.972746,Open,node_0570,node_1615
763,link_0763,pipe,0.144800003,31.629999,1.852,126.972746,Open,node_0571,node_0443
764,link_0764,pipe,0.100199997,1.79,1.852,126.972746,Open,node_0571,node_1596
765,link_0765,pipe,0.050400002,56.369999,1.852,126.972746,Open,node_0572,node_1586
766,link_0766,pipe,0.050400002,2.33,1.852,126.972746,Open,node_0572,node_1602
767,link_0767,pipe,0.100199997,79.209999,1.852,126.972746,Open,node_0573,node_0402
768,link_0768,pipe,0.050400002,1.25,1.852,126.972746,Open,node_0573,node_1606
769,link_0769,pipe,0.100199997,2.0,1.852,126.972746,Open,node_0574,node_1532
770,link_0770,pipe,0.100199997,1.7,1.852,126.972746,Open,node_0574,node_1534
771,link_0771,pipe,0.050400002,1.51,1.852,126.972746,Open,node_0575,node_1546
772,link_0772,pipe,0.072199997,1.45,1.852,126.972746,Open,node_0575,node_1548
773,link_0773,pipe,0.100199997,1.35,1.852,126.972746,Open,node_0576,node_1568
774,link_0774,pipe,0.100199997,1.44,1.852,126.972746,Open,node_0576,node_1570
775,link_0775,pipe,0.100199997,60.259998,1.852,126.972746,Open,node_0577,node_0578
776,link_0776,pipe,0.072199997,1.06,1.852,126.972746,Open,node_0577,node_1642
777,link_0777,pipe,0.100199997,72.260002,1.852,126.972746,Open,node_0578,node_1566
778,link_0778,pipe,0.050400002,1.24,1.852,126.972746,Open,node_0578,node_1682
779,link_0779,pipe,0.100199997,16.49,1.852,126.972746,Open,node_0579,node_0580
780,link_0780,pipe,0.072199997,1.37,1.852,126.972746,Open,node_0579,node_1700
781,link_0781,pipe,0.100199997,46.959999,1.852,126.972746,Open,node_0580,node_1594
782,link_0782,pipe,0.050400002,1.98,1.852,126.972746,Open,node_0580,node_1612
783,link_0783,pipe,0.100199997,0.94,1.852,126.972746,Open,node_0581,node_0573
784,link_0784,pipe,0.072199997,1.26,1.852,126.972746,Open,node_0581,node_1638
785,link_0785,pipe,0.100199997,22.0,1.852,126.972746,Open,node_0582,node_0581
786,link_0786,pipe,0.050400002,1.18,1.852,126.972746,Open,node_0582,node_1608
787,link_0787,pipe,0.072199997,64.309998,1.852,126.972746,Open,node_0583,node_0405
788,link_0788,pipe,0.050400002,1.05,1.852,126.972746,Open,node_0583,node_1628
789,link_0789,pipe,0.072199997,5.63,1.852,126.972746,Open,node_0584,node_0585
790,link_0790,pipe,0.050400002,1.21,1.852,126.972746,Open,node_0584,node_1694
791,link_0791,pipe,0.050400002,1.13,1.852,126.972746,Open,node_0585,node_1696
792,link_0792,pipe,0.072199997,2.01,1.852,126.972746,Open,node_0585,node_1698
793,link_0793,pipe,0.20110000600000003,46.529999,1.852,126.972746,Open,node_0586,node_0446
794,link_0794,pipe,0.050799999,3.3,1.852,126.972746,Open,node_0587,node_1002
795,link_0795,pipe,0.076599998,55.310001,1.852,116.3672,Open,node_0588,node_1194
796,link_0796,pipe,0.076599998,1.3,1.852,116.3672,Open,node_0588,node_1656
797,link_0797,pipe,0.07619999699999999,1.38,1.852,95.156108,Open,node_0589,node_0742
798,link_0798,pipe,0.101599998,24.209999,1.852,55.090712,Open,node_0589,node_2295
799,link_0799,pipe,0.101599998,1.68,1.852,86.430381,Open,node_0590,node_0437
800,link_0800,pipe,0.076599998,22.290001,1.852,86.430381,Open,node_0590,node_2298
801,link_0801,pipe,0.101599998,15.49,1.852,55.090712,Open,node_0591,node_0207
802,link_0802,pipe,0.101599998,9.93,1.852,86.430381,Open,node_0591,node_0748
803,link_0803,pipe,0.101599998,13.92,1.852,55.090712,Open,node_0592,node_0597
804,link_0804,pipe,0.097,1.12,1.852,95.156108,Open,node_0592,node_0750
805,link_0805,pipe,0.097,1.61,1.852,95.156108,Open,node_0593,node_0756
806,link_0806,pipe,0.101599998,65.5,1.852,55.090712,Open,node_0593,node_2217
807,link_0807,pipe,0.076599998,7.46,1.852,55.090712,Open,node_0594,node_0267
808,link_0808,pipe,0.076599998,3.7,1.852,55.090712,Open,node_0594,node_1333
809,link_0809,pipe,0.101599998,1.92,1.852,95.156108,Open,node_0595,node_0776
810,link_0810,pipe,0.101599998,142.880005,1.852,55.090712,Open,node_0595,node_2551
811,link_0811,pipe,0.076599998,7.79,1.852,86.430381,Open,node_0596,node_0744
812,link_0812,pipe,0.101599998,11.42,1.852,55.090712,Open,node_0596,node_2303
813,link_0813,pipe,0.101599998,91.540001,1.852,55.090712,Open,node_0597,node_0760
814,link_0814,pipe,0.101599998,89.870003,1.852,55.090712,Open,node_0598,node_0251
815,link_0815,pipe,0.076599998,5.9,1.852,107.192561,Open,node_0598,node_0938
816,link_0816,pipe,0.101599998,30.91,1.852,55.090712,Open,node_0599,node_0098
817,link_0817,pipe,0.072199997,0.98,1.852,127.561943,Open,node_0599,node_1386
818,link_0818,pipe,0.101599998,12.5,1.852,55.090712,Open,node_0600,node_1108
819,link_0819,pipe,0.076599998,6.24,1.852,107.192561,Open,node_0600,node_1114
820,link_0820,pipe,0.076599998,89.849998,1.852,86.430381,Open,node_0601,node_0164
821,link_0821,pipe,0.101599998,71.400002,1.852,86.430381,Open,node_0601,node_0180
822,link_0822,pipe,0.101599998,80.059998,1.852,86.430381,Open,node_0602,node_0261
823,link_0823,pipe,0.101599998,6.16,1.852,86.430381,Open,node_0602,node_1420
824,link_0824,pipe,0.076599998,72.269997,1.852,86.430381,Open,node_0603,node_0170
825,link_0825,pipe,0.050799999,89.839996,1.852,86.430381,Open,node_0603,node_0222
826,link_0826,pipe,0.101599998,13.79,1.852,86.430381,Open,node_0604,node_0342
827,link_0827,pipe,0.101599998,4.55,1.852,86.430381,Open,node_0604,node_1305
828,link_0828,pipe,0.076599998,39.650002,1.852,86.430381,Open,node_0605,node_1400
829,link_0829,pipe,0.076599998,2.55,1.852,86.430381,Open,node_0605,node_1402
830,link_0830,pipe,0.152199997,6.76,1.852,86.430381,Open,node_0606,node_1378
831,link_0831,pipe,0.076599998,18.129999,1.852,86.430381,Open,node_0606,node_1380
832,link_0832,pipe,0.076599998,48.02,1.852,86.430381,Open,node_0607,node_0245
833,link_0833,pipe,0.101599998,22.98,1.852,86.430381,Open,node_0607,node_1295
834,link_0834,pipe,0.152199997,9.92,1.852,86.430381,Open,node_0608,node_0357
835,link_0835,pipe,0.101599998,15.02,1.852,86.430381,Open,node_0608,node_1297
836,link_0836,pipe,0.079199997,50.630001,1.852,127.561943,Open,node_0609,node_0127
837,link_0837,pipe,0.076599998,1.36,1.852,86.430381,Open,node_0609,node_1737
838,link_0838,pipe,0.076599998,53.470001,1.852,120.491579,Open,node_0610,node_2441
839,link_0839,pipe,0.076599998,33.900002,1.852,107.192561,Open,node_0610,node_2442
840,link_0840,pipe,0.076599998,68.360001,1.852,107.192561,Open,node_0611,node_0104
841,link_0841,pipe,0.101599998,13.25,1.852,86.430381,Open,node_0611,node_1116
842,link_0842,pipe,0.076599998,20.860001,1.852,107.192561,Open,node_0612,node_0613
843,link_0843,pipe,0.076599998,25.76,1.852,106.54725,Open,node_0613,node_0614
844,link_0844,pipe,0.078699997,0.85,1.852,127.169145,Open,node_0613,node_2452
845,link_0845,pipe,0.076599998,27.959999,1.852,107.192561,Open,node_0615,node_0050
846,link_0846,pipe,0.076599998,4.53,1.852,120.491579,Open,node_0615,node_0966
847,link_0847,pipe,0.050799999,2.18,1.852,107.192561,Open,node_0616,node_1102
848,link_0848,pipe,0.101599998,39.939999,1.852,55.090712,Open,node_0617,node_1112
849,link_0849,pipe,0.050799999,1.69,1.852,55.090712,Open,node_0617,node_1126
850,link_0850,pipe,0.076599998,15.08,1.852,55.090712,Open,node_0618,node_0619
851,link_0851,pipe,0.08,6.59,1.852,95.156108,Open,node_0618,node_1138
852,link_0852,pipe,0.076599998,18.75,1.852,55.090712,Open,node_0619,node_0620
853,link_0853,pipe,0.101599998,1.17,1.852,95.156108,Open,node_0619,node_1142
854,link_0854,pipe,0.08,7.5,1.852,86.430381,Open,node_0620,node_1140
855,link_0855,pipe,0.076599998,53.419998,1.852,55.090712,Open,node_0620,node_2560
856,link_0856,pipe,0.076599998,15.91,1.852,55.090712,Open,node_0621,node_1243
857,link_0857,pipe,0.076599998,67.18,1.852,55.090712,Open,node_0621,node_1436
858,link_0858,pipe,0.072199997,1.6,1.852,127.561943,Open,node_0622,node_1432
859,link_0859,pipe,0.076599998,1.85,1.852,55.090712,Open,node_0622,node_1434
860,link_0860,pipe,0.101599998,12.02,1.852,55.090712,Open,node_0623,node_1247
861,link_0861,pipe,0.076599998,7.36,1.852,55.090712,Open,node_0623,node_2641
862,link_0862,pipe,0.050799999,3.35,1.852,95.156108,Open,node_0624,node_1241
863,link_0863,pipe,0.076599998,4.15,1.852,86.430381,Open,node_0625,node_1778
864,link_0864,pipe,0.076599998,8.75,1.852,86.430381,Open,node_0626,node_1253
865,link_0865,pipe,0.076599998,4.43,1.852,111.990308,Open,node_0626,node_2657
866,link_0866,pipe,0.076599998,73.309998,1.852,55.090712,Open,node_0627,node_0250
867,link_0867,pipe,0.076599998,54.27,1.852,55.090712,Open,node_0627,node_0269
868,link_0868,pipe,0.072199997,1.99,1.852,127.561943,Open,node_0628,node_1416
869,link_0869,pipe,0.079199997,141.929993,1.852,127.561943,Open,node_0628,node_2166
870,link_0870,pipe,0.072199997,4.63,1.852,127.561943,Open,node_0629,node_1600
871,link_0871,pipe,0.072199997,53.110001,1.852,127.561943,Open,node_0629,node_2072
872,link_0872,pipe,0.101599998,5.46,1.852,86.430381,Open,node_0630,node_2345
873,link_0873,pipe,0.076599998,80.080002,1.852,86.430381,Open,node_0630,node_2346
874,link_0874,pipe,0.076599998,45.889999,1.852,86.430381,Open,node_0631,node_2193
875,link_0875,pipe,0.101599998,46.959999,1.852,107.192561,Open,node_0631,node_2461
876,link_0876,pipe,0.178,3.5,1.852,107.192561,Open,node_0632,node_0291
877,link_0877,pipe,0.178,31.59,1.852,107.192561,Open,node_0632,node_0633
878,link_0878,pipe,0.050799999,4.24,1.852,107.192561,Open,node_0632,node_0960
879,link_0879,pipe,0.07619999699999999,11.42,1.852,95.156108,Open,node_0633,node_0958
880,link_0880,pipe,0.178,54.009998,1.852,107.192561,Open,node_0633,node_2436
881,link_0881,pipe,0.076599998,52.060001,1.852,107.192561,Open,node_0634,node_2258
882,link_0882,pipe,0.076599998,48.369999,1.852,107.192561,Open,node_0634,node_2438
883,link_0883,pipe,0.178,48.98,1.852,126.860518,Open,node_0635,node_0130
884,link_0884,pipe,0.076599998,7.57,1.852,126.860518,Open,node_0635,node_0982
885,link_0885,pipe,0.178,16.51,1.852,126.860518,Open,node_0636,node_0648
886,link_0886,pipe,0.076599998,10.95,1.852,126.860518,Open,node_0637,node_0239
887,link_0887,pipe,0.076599998,55.77,1.852,126.860518,Open,node_0637,node_2479
888,link_0888,pipe,0.127199997,84.629997,1.852,126.860518,Open,node_0638,node_0061
889,link_0889,pipe,0.072199997,0.93,1.852,127.561943,Open,node_0638,node_1739
890,link_0890,pipe,0.178,2.34,1.852,126.860518,Open,node_0639,node_0640
891,link_0891,pipe,0.178,2.05,1.852,126.860518,Open,node_0639,node_0652
892,link_0892,pipe,0.15,2.72,1.852,127.561943,Open,node_0639,node_1170
893,link_0893,pipe,0.076599998,1.05,1.852,126.860518,Open,node_0640,node_1172
894,link_0894,pipe,0.178,6.72,1.852,126.860518,Open,node_0640,node_1174
895,link_0895,pipe,0.178,14.27,1.852,126.860518,Open,node_0641,node_0487
896,link_0896,pipe,0.06659999800000001,1.02,1.852,127.561943,Open,node_0641,node_1163
897,link_0897,pipe,0.101599998,0.87,1.852,126.860518,Open,node_0642,node_0996
898,link_0898,pipe,0.178,36.720001,1.852,107.192561,Open,node_0643,node_0292
899,link_0899,pipe,0.076599998,5.32,1.852,107.192561,Open,node_0643,node_0962
900,link_0900,pipe,0.178,0.63,1.852,107.192561,Open,node_0644,node_0645
901,link_0901,pipe,0.101599998,12.02,1.852,107.192561,Open,node_0644,node_0954
902,link_0902,pipe,0.072199997,1.61,1.852,127.561943,Open,node_0645,node_1466
903,link_0903,pipe,0.178,2.17,1.852,107.192561,Open,node_0645,node_1468
904,link_0904,pipe,0.076599998,1.87,1.852,55.090712,Open,node_0646,node_1756
905,link_0905,pipe,0.072199997,1.43,1.852,127.561943,Open,node_0646,node_1823
906,link_0906,pipe,0.072199997,1.91,1.852,127.561943,Open,node_0647,node_1510
907,link_0907,pipe,0.127199997,1.61,1.852,126.860518,Open,node_0647,node_1514
908,link_0908,pipe,0.072199997,1.58,1.852,127.561943,Open,node_0648,node_1664
909,link_0909,pipe,0.178,35.709999,1.852,126.860518,Open,node_0648,node_2471
910,link_0910,pipe,0.106,3.61,1.852,127.561943,Open,node_0649,node_0986
911,link_0911,pipe,0.072199997,1.36,1.852,127.561943,Open,node_0650,node_1668
912,link_0912,pipe,0.127199997,2.31,1.852,126.860518,Open,node_0650,node_2489
913,link_0913,pipe,0.072199997,0.7,1.852,127.561943,Open,node_0651,node_1817
914,link_0914,pipe,0.072199997,0.82,1.852,127.561943,Open,node_0651,node_1821
915,link_0915,pipe,0.127199997,12.77,1.852,126.860518,Open,node_0652,node_1168
916,link_0916,pipe,0.178,26.450001,1.852,126.860518,Open,node_0652,node_2472
917,link_0917,pipe,0.203,2.13,1.852,55.090712,Open,node_0653,node_1110
918,link_0918,pipe,0.152199997,1.6,1.852,86.430381,Open,node_0653,node_1410
919,link_0919,pipe,0.203,70.599998,1.852,55.090712,Open,node_0654,node_0223
920,link_0920,pipe,0.076599998,1.52,1.852,55.090712,Open,node_0654,node_1460
921,link_0921,pipe,0.22860000600000002,1.7,1.852,55.090712,Open,node_0655,node_1370
922,link_0922,pipe,0.072199997,1.44,1.852,127.561943,Open,node_0655,node_1372
923,link_0923,pipe,0.072190002,64.169998,1.852,126.972746,Open,node_0656,node_2218
924,link_0924,pipe,0.072190002,20.799999,1.852,126.972746,Open,node_0656,node_2239
925,link_0925,pipe,0.072190002,0.72,1.852,126.972746,Open,node_0657,node_1892
926,link_0926,pipe,0.11,0.4,1.852,126.972746,Open,node_0657,node_2212
927,link_0927,pipe,0.11,20.200001,1.852,126.972746,Open,node_0658,node_2241
928,link_0928,pipe,0.11,7.71,1.852,127.169145,Open,node_0659,node_0660
929,link_0929,pipe,0.11,46.34,1.852,127.169145,Open,node_0659,node_0707
930,link_0930,pipe,0.050400002,1.19,1.852,127.169145,Open,node_0659,node_1846
931,link_0931,pipe,0.072190002,1.19,1.852,127.169145,Open,node_0660,node_1848
932,link_0932,pipe,0.072190002,1.43,1.852,127.169145,Open,node_0660,node_1884
933,link_0933,pipe,0.11,1.76,1.852,126.972746,Open,node_0661,node_2241
934,link_0934,pipe,0.072190002,1.31,1.852,126.972746,Open,node_0662,node_1850
935,link_0935,pipe,0.072190002,24.389999,1.852,127.169145,Open,node_0663,node_0664
936,link_0936,pipe,0.050400002,36.66,1.852,127.169145,Open,node_0663,node_2214
937,link_0937,pipe,0.072190002,4.89,1.852,127.169145,Open,node_0665,node_0663
938,link_0938,pipe,0.050400002,37.889999,1.852,127.169145,Open,node_0665,node_2240
939,link_0939,pipe,0.11,28.790001,1.852,126.972746,Open,node_0666,node_0658
940,link_0940,pipe,0.11,37.91,1.852,127.169145,Open,node_0667,node_0707
941,link_0941,pipe,0.11,25.120001,1.852,127.169145,Open,node_0667,node_2253
942,link_0942,pipe,0.078699997,9.36,1.852,127.169145,Open,node_0668,node_0716
943,link_0943,pipe,0.050400002,90.540001,1.852,127.169145,Open,node_0670,node_2229
944,link_0944,pipe,0.050400002,5.58,1.852,127.169145,Open,node_0671,node_0680
945,link_0945,pipe,0.050400002,105.029999,1.852,127.169145,Open,node_0671,node_2227
946,link_0946,pipe,0.050400002,80.18,1.852,127.169145,Open,node_0672,node_2231
947,link_0947,pipe,0.050400002,5.7,1.852,127.169145,Open,node_0674,node_0675
948,link_0948,pipe,0.050400002,48.200001,1.852,127.169145,Open,node_0674,node_2232
949,link_0949,pipe,0.078699997,23.870001,1.852,127.169145,Open,node_0676,node_2234
950,link_0950,pipe,0.158,136.100006,1.852,127.169145,Open,node_0676,node_2243
951,link_0951,pipe,0.050400002,7.99,1.852,127.169145,Open,node_0677,node_0678
952,link_0952,pipe,0.078699997,20.35,1.852,127.169145,Open,node_0678,node_0698
