index,node_id,node_type,elev,xcoord,ycoord
560,node_0560,junction,42.81616,362738.0,176987.2
561,node_0561,junction,65.300781,362280.91,178049.19
562,node_0562,junction,65.311166,362276.63,178048.17
563,node_0563,junction,59.496989,362327.71,178605.43
564,node_0564,junction,68.411214,362518.2,178097.73
565,node_0565,junction,68.341518,362479.86,178075.3
566,node_0566,junction,72.842012,362399.99,177642.72
567,node_0567,junction,65.79,362604.23,178329.45
568,node_0568,junction,72.103145,362307.65,177642.03
569,node_0569,junction,72.328237,362353.31,177631.69
570,node_0570,junction,72.518772,362359.26,177630.0
571,node_0571,junction,72.179528,362293.55,177611.28
572,node_0572,junction,72.676328,362379.65,177374.53
573,node_0573,junction,72.515269,362278.31,177451.12
574,node_0574,junction,78.091163,362209.78,177681.53
575,node_0575,junction,83.32,362068.51,177616.13
576,node_0576,junction,70.549597,362218.77,177479.69
577,node_0577,junction,71.254424,362169.24,177460.01
578,node_0578,junction,74.14,362117.23,177448.93
579,node_0579,junction,72.947198,362335.88,177555.22
580,node_0580,junction,72.60087,362320.57,177561.36
581,node_0581,junction,72.515066,362277.43,177451.46
582,node_0582,junction,71.497205,362256.89,177459.36
583,node_0583,junction,83.810177,362003.58,177461.74
584,node_0584,junction,73.737495,362378.5,177526.27
585,node_0585,junction,73.839251,362383.64,177523.98
586,node_0586,junction,68.186923,362517.74,178107.94
587,node_0587,junction,56.441234,362821.7,176111.4
588,node_0588,junction,60.720427,363424.2,176115.4
589,node_0589,junction,65.411584,362847.62,174719.45
590,node_0590,junction,68.895107,363004.96,174493.29
591,node_0591,junction,72.906461,363309.07,174639.36
592,node_0592,junction,71.850412,363281.04,174650.69
593,node_0593,junction,67.559354,363156.6,174688.7
594,node_0594,junction,75.759298,363507.7,174854.1
595,node_0595,junction,70.367774,363308.1,174981.3
596,node_0596,junction,73.285219,363352.7,174655.9
597,node_0597,junction,72.100449,363270.4,174659.65
598,node_0598,junction,62.862866,362946.0,175407.5
599,node_0599,junction,67.60971,363111.94,175299.84
600,node_0600,junction,69.431627,363198.4,175242.6
601,node_0601,junction,70.93,364007.3,175522.2
602,node_0602,junction,78.772149,363793.6,175087.7
603,node_0603,junction,81.492966,363776.2,174975.3
604,node_0604,junction,84.749184,364261.0,175279.7
605,node_0605,junction,84.245794,364376.55,175406.23
606,node_0606,junction,86.818393,363989.73,174880.06
607,node_0607,junction,78.093214,364135.9,175320.6
608,node_0608,junction,78.09559,364108.2,175318.9
609,node_0609,junction,73.940619,363653.76,175299.98
610,node_0610,junction,59.202096,362607.6,175032.2
611,node_0611,junction,67.774609,363117.0,175191.0
612,node_0612,junction,65.279575,363000.67,175126.32
613,node_0613,junction,65.150643,362982.49,175116.08
614,node_0614,junction,65.26195,362960.28,175103.08
615,node_0615,junction,64.975494,362847.87,175038.62
616,node_0616,junction,63.404212,363080.21,175474.12
617,node_0617,junction,71.452243,363289.18,175234.72
618,node_0618,junction,72.926351,363490.1,175258.9
619,node_0619,junction,73.196457,363485.3,175244.6
620,node_0620,junction,73.471695,363479.7,175226.7
621,node_0621,junction,69.939238,363534.2,175372.6
622,node_0622,junction,72.234416,363579.23,175320.11
623,node_0623,junction,72.385098,363584.5,175314.0
624,node_0624,junction,69.314352,363507.4,175384.3
625,node_0625,junction,69.237367,363682.69,175406.36
626,node_0626,junction,78.236441,363680.6,175114.9
627,node_0627,junction,80.75,363675.9,174804.8
628,node_0628,junction,64.930867,363732.52,175541.71
629,node_0629,junction,63.47734,363074.21,175469.1
630,node_0630,junction,48.17,362435.9,175652.9
631,node_0631,junction,52.059138,362593.5,175535.6
632,node_0632,junction,57.045135,362759.3,175469.8
633,node_0633,junction,56.185499,362732.8,175452.6
634,node_0634,junction,58.089854,362678.7,175312.6
635,node_0635,junction,58.669089,362905.99,175566.38
636,node_0636,junction,58.77205,362952.86,175597.16
637,node_0637,junction,48.571854,362931.47,175885.58
638,node_0638,junction,54.050211,362795.55,175995.02
639,node_0639,junction,57.033358,363009.5,175635.8
640,node_0640,junction,57.110629,363011.49,175637.05
641,node_0641,junction,60.031046,363169.4,175723.3
642,node_0642,junction,47.539619,362876.49,175849.8
643,node_0643,junction,57.208567,362638.5,175393.3
644,node_0644,junction,56.940484,362601.7,175374.5
645,node_0645,junction,56.939746,362601.13,175374.23
646,node_0646,junction,52.931048,362668.46,175616.77
647,node_0647,junction,52.749356,362971.97,175788.52
648,node_0648,junction,58.848975,362939.05,175588.1
649,node_0649,junction,53.483946,362976.23,175755.47
650,node_0650,junction,55.489393,362673.31,176025.85
651,node_0651,junction,50.552434,362569.63,175624.95
652,node_0652,junction,57.018714,363007.77,175634.69
653,node_0653,junction,69.447382,363202.7,175236.0
654,node_0654,junction,81.454768,363709.06,174903.12
655,node_0655,junction,68.542548,362993.95,174494.2
656,node_0656,junction,56.852417,363449.97,176369.77
657,node_0657,junction,57.880439,363309.53,176268.25
658,node_0658,junction,56.311723,363299.02,176352.36
659,node_0659,junction,52.603975,363207.02,176444.13
660,node_0660,junction,52.23705,363199.96,176447.24
661,node_0661,junction,55.33459,363294.88,176373.93
662,node_0662,junction,51.868562,363273.23,176486.62
663,node_0663,junction,52.488048,363183.04,176425.7
664,node_0664,junction,52.241431,363198.1,176444.88
665,node_0665,junction,52.50187,363180.02,176421.85
666,node_0666,junction,56.874056,363304.46,176324.08
667,node_0667,junction,54.636179,363273.27,176392.08
668,node_0668,junction,74.416267,362562.44,177840.92
669,node_0669,junction,76.437405,362578.92,177726.82
670,node_0670,junction,75.879268,362495.2,177602.97
671,node_0671,junction,77.765016,362563.88,177540.88
672,node_0672,junction,76.872205,362547.64,177595.58
673,node_0673,junction,77.51,362604.1,177647.43
674,node_0674,junction,76.476821,362590.12,177713.26
675,node_0675,junction,76.468984,362584.7,177711.49
676,node_0676,junction,76.453835,362607.68,177764.12
677,node_0677,junction,76.290462,362500.38,177559.87
678,node_0678,junction,76.311684,362507.89,177562.63
679,node_0679,junction,73.482764,362497.11,177756.48
680,node_0680,junction,77.766989,362565.46,177535.52
681,node_0681,junction,73.899452,362588.69,177932.53
682,node_0682,junction,68.390565,362494.26,178063.81
683,node_0683,junction,68.38909,362486.15,178064.31
684,node_0684,junction,57.873024,363312.1,176270.15
685,node_0685,junction,54.600495,363219.1,176383.8
686,node_0686,junction,74.249914,362548.12,177841.31
687,node_0687,junction,54.040125,363238.54,176408.73
688,node_0688,junction,74.47,362458.66,177707.56
689,node_0689,junction,57.888278,363310.96,176269.32
690,node_0690,junction,56.281386,363249.4,176313.51
691,node_0691,junction,56.389712,363384.47,176368.75
692,node_0692,junction,50.506686,363231.09,176523.24
693,node_0693,junction,73.184489,362447.84,177747.63
694,node_0694,junction,68.390351,362490.99,178064.03
695,node_0695,junction,74.940906,362603.79,177900.29
696,node_0696,junction,76.468929,362583.01,177716.06
697,node_0697,junction,54.43486,362608.35,176088.68
698,node_0698,junction,76.21692,362500.88,177581.74
699,node_0699,junction,77.51,362601.88,177647.95
700,node_0700,junction,76.878532,362548.55,177593.36
701,node_0701,junction,76.18223,362499.82,177586.42
702,node_0702,junction,41.383704,362588.57,176949.93
703,node_0703,junction,73.917708,362589.1,177937.85
704,node_0704,junction,73.915232,362590.59,177935.3
705,node_0705,junction,73.919896,362590.97,177934.65
706,node_0706,junction,70.102911,362524.28,178030.68
707,node_0707,junction,54.038609,363243.45,176415.49
708,node_0708,junction,73.049864,362483.27,177786.72
709,node_0709,junction,18.527837,362137.92,176540.89
710,node_0710,junction,73.049812,362485.11,177785.09
711,node_0711,junction,53.66756,362845.52,176239.21
712,node_0712,junction,54.510244,362958.72,176286.01
713,node_0713,junction,53.749025,362845.64,176233.72
714,node_0714,junction,54.223321,362889.94,176240.25
715,node_0715,junction,54.213819,362890.0,176231.89
716,node_0716,junction,74.256699,362553.08,177841.22
717,node_0717,junction,74.841783,362663.45,177927.14
718,node_0718,junction,73.842164,362597.14,177946.45
719,node_0719,junction,76.977143,362664.79,177767.8
720,node_0720,junction,70.102325,362537.7,178038.48
721,node_0721,junction,70.101389,362536.77,178037.94
722,node_0722,junction,67.931386,362507.59,178105.93
723,node_0723,junction,68.185785,362517.26,178107.93
724,node_0724,junction,56.993252,362864.62,176112.64
725,node_0725,junction,57.209884,362893.18,176122.9
726,node_0726,junction,54.599166,362965.71,176274.65
727,node_0727,junction,55.363185,362931.73,176219.08
728,node_0728,junction,75.275962,362614.35,177903.03
729,node_0729,junction,75.281649,362614.13,177903.89
730,node_0730,junction,67.943159,362509.2,178107.81
731,node_0731,junction,75.077069,362612.44,177910.52
732,node_0732,junction,56.30295,362898.87,176179.26
733,node_0733,junction,57.205262,362893.22,176121.03
734,node_0734,junction,57.211121,362893.16,176124.35
735,node_0735,junction,56.543599,362848.88,176123.31
736,node_0736,junction,54.599083,362965.24,176275.41
737,node_0737,junction,54.082979,362893.72,176242.98
738,node_0738,junction,56.299478,362898.89,176180.7
739,node_0739,junction,75.055736,362611.92,177912.5
740,node_0740,junction,56.693184,362849.45,176113.59
741,node_0741,junction,55.149849,362704.94,176104.29
742,node_0742,junction,65.41,362847.31,174718.15
743,node_0743,junction,65.41,362847.28,174718.05
744,node_0744,junction,73.26,363358.56,174650.83
745,node_0745,junction,73.26,363358.64,174650.76
746,node_0746,junction,74.99,363472.84,174773.78
747,node_0747,junction,74.99,363472.75,174773.82
748,node_0748,junction,73.05,363305.52,174631.93
749,node_0749,junction,73.05,363305.42,174631.9
750,node_0750,junction,71.84,363281.19,174651.75
751,node_0751,junction,71.84,363281.2,174651.85
752,node_0752,junction,67.34,363230.26,174728.56
753,node_0753,junction,67.34,363230.31,174728.65
754,node_0754,junction,66.72,363219.61,174733.57
755,node_0755,junction,66.72,363219.7,174733.52
756,node_0756,junction,67.54,363157.37,174690.06
757,node_0757,junction,67.54,363157.42,174690.15
758,node_0758,junction,68.81,363194.85,174680.5
759,node_0759,junction,68.81,363194.95,174680.49
760,node_0760,junction,68.38,363184.28,174686.88
761,node_0761,junction,68.38,363184.19,174686.89
762,node_0762,junction,68.38,363182.13,174685.84
763,node_0763,junction,68.38,363182.14,174685.74
764,node_0764,junction,68.6,363175.76,174675.27
765,node_0765,junction,68.6,363175.84,174675.33
766,node_0766,junction,68.81,363051.45,174536.4
767,node_0767,junction,68.81,363051.39,174536.49
768,node_0768,junction,68.81,363051.84,174538.11
769,node_0769,junction,68.81,363051.79,174538.2
770,node_0770,junction,68.69,363252.05,174847.48
771,node_0771,junction,68.69,363251.95,174847.52
772,node_0772,junction,68.67,363246.62,174847.64
773,node_0773,junction,68.67,363246.58,174847.56
774,node_0774,junction,68.57,363283.45,174930.78
775,node_0775,junction,68.57,363283.35,174930.81
776,node_0776,junction,70.37,363309.95,174981.01
777,node_0777,junction,70.37,363310.05,174980.99
778,node_0778,junction,67.64,363158.65,174882.28
779,node_0779,junction,67.64,363158.56,174882.32
780,node_0780,junction,36.16,361941.04,175841.65
781,node_0781,junction,36.16,361941.05,175841.74
782,node_0782,junction,37.21,361968.17,176036.35
783,node_0783,junction,37.21,361968.21,176036.45
784,node_0784,junction,49.58,362483.77,175585.14
785,node_0785,junction,49.58,362483.83,175585.06
786,node_0786,junction,41.64,362032.25,175900.6
787,node_0787,junction,41.64,362032.35,175900.6
788,node_0788,junction,41.75,362036.45,175900.4
789,node_0789,junction,41.75,362036.55,175900.39
790,node_0790,junction,43.68,362089.55,175897.78
791,node_0791,junction,43.68,362089.65,175897.81
792,node_0792,junction,44.7,362098.7,175901.99
793,node_0793,junction,44.7,362098.79,175902.03
794,node_0794,junction,36.96,362034.7,175836.25
795,node_0795,junction,36.96,362034.71,175836.35
796,node_0796,junction,45.64,362112.48,175907.35
797,node_0797,junction,45.64,362112.58,175907.36
798,node_0798,junction,45.48,362105.2,175907.25
799,node_0799,junction,45.48,362105.19,175907.35
800,node_0800,junction,41.64,362030.6,175902.96
801,node_0801,junction,41.64,362030.6,175903.06
802,node_0802,junction,50.16,362170.34,175992.08
803,node_0803,junction,50.16,362170.25,175992.12
804,node_0804,junction,50.11,362167.01,175959.62
805,node_0805,junction,50.11,362166.92,175959.59
806,node_0806,junction,51.24,362294.13,175991.0
807,node_0807,junction,51.24,362294.15,175990.9
808,node_0808,junction,52.17,362350.15,175974.09
809,node_0809,junction,52.17,362350.25,175974.11
810,node_0810,junction,43.26,362066.75,176057.25
811,node_0811,junction,43.26,362066.66,176057.29
812,node_0812,junction,43.35,362068.28,176053.66
813,node_0813,junction,43.35,362068.33,176053.75
814,node_0814,junction,44.43,362114.56,176116.93
815,node_0815,junction,44.43,362114.65,176116.89
816,node_0816,junction,44.87,362118.63,176113.76
817,node_0817,junction,44.87,362118.57,176113.83
818,node_0818,junction,43.58,362094.54,176115.07
819,node_0819,junction,43.58,362094.46,176115.12
820,node_0820,junction,44.73,362250.88,176206.66
821,node_0821,junction,44.73,362250.92,176206.75
822,node_0822,junction,47.2,362295.76,176170.33
823,node_0823,junction,47.2,362295.85,176170.3
824,node_0824,junction,47.43,362305.13,176174.47
825,node_0825,junction,47.43,362305.1,176174.37
826,node_0826,junction,38.86,362143.19,176241.76
827,node_0827,junction,38.86,362143.21,176241.86
828,node_0828,junction,39.03,362146.08,176245.94
829,node_0829,junction,39.03,362145.99,176245.96
830,node_0830,junction,14.8,362077.7,176400.31
831,node_0831,junction,14.8,362077.77,176400.38
832,node_0832,junction,15.27,362081.51,176401.94
833,node_0833,junction,15.27,362081.45,176402.02
834,node_0834,junction,18.51,362109.09,176480.8
835,node_0835,junction,18.51,362109.1,176480.7
836,node_0836,junction,15.17,362134.55,176484.7
837,node_0837,junction,15.17,362134.64,176484.72
838,node_0838,junction,15.39,362142.53,176493.07
839,node_0839,junction,15.39,362142.63,176493.03
840,node_0840,junction,15.45,362147.04,176492.37
841,node_0841,junction,15.45,362146.96,176492.42
842,node_0842,junction,15.63,362145.29,176495.77
843,node_0843,junction,15.63,362145.28,176495.67
844,node_0844,junction,28.09,362021.48,176260.54
845,node_0845,junction,28.09,362021.53,176260.45
846,node_0846,junction,46.64,362290.02,176182.6
847,node_0847,junction,46.64,362290.08,176182.68
848,node_0848,junction,46.82,362239.89,176142.25
849,node_0849,junction,46.82,362239.92,176142.15
850,node_0850,junction,47.06,362228.01,176129.95
851,node_0851,junction,47.06,362227.98,176129.85
852,node_0852,junction,45.62,362188.44,176140.23
853,node_0853,junction,45.62,362188.36,176140.17
854,node_0854,junction,44.04,362184.35,176170.89
855,node_0855,junction,44.04,362184.25,176170.92
856,node_0856,junction,52.08,362366.35,176065.48
857,node_0857,junction,52.08,362366.45,176065.51
858,node_0858,junction,49.2,362218.57,176051.76
859,node_0859,junction,49.2,362218.61,176051.85
860,node_0860,junction,49.96,362214.04,176022.98
861,node_0861,junction,49.96,362213.95,176023.01
862,node_0862,junction,49.7,362206.85,176029.9
863,node_0863,junction,49.7,362206.76,176029.92
864,node_0864,junction,50.03,362210.65,176017.02
865,node_0865,junction,50.03,362210.75,176017.0
866,node_0866,junction,50.02,362207.45,176017.41
867,node_0867,junction,50.02,362207.55,176017.41
868,node_0868,junction,44.63,362118.46,176117.62
869,node_0869,junction,44.63,362118.55,176117.57
870,node_0870,junction,51.56,362328.45,176010.21
871,node_0871,junction,51.56,362328.35,176010.19
872,node_0872,junction,51.45,362327.65,176027.8
873,node_0873,junction,51.45,362327.75,176027.8
874,node_0874,junction,51.3,362326.79,176046.05
875,node_0875,junction,51.3,362326.8,176045.95
876,node_0876,junction,42.72,362447.16,176674.17
877,node_0877,junction,42.72,362447.24,176674.22
878,node_0878,junction,42.62,362448.74,176662.73
879,node_0879,junction,42.62,362448.66,176662.67
880,node_0880,junction,42.19,362475.66,176621.77
881,node_0881,junction,42.19,362475.73,176621.84
882,node_0882,junction,42.13,362484.45,176616.7
883,node_0883,junction,42.13,362484.55,176616.7
884,node_0884,junction,42.64,362417.36,176742.22
885,node_0885,junction,42.64,362417.45,176742.17
886,node_0886,junction,41.51,362495.59,176798.04
887,node_0887,junction,41.51,362495.55,176797.95
888,node_0888,junction,42.31,362440.79,176772.15
889,node_0889,junction,42.31,362440.81,176772.25
890,node_0890,junction,42.31,362444.45,176774.51
891,node_0891,junction,42.31,362444.35,176774.48
892,node_0892,junction,40.37,362410.13,176821.46
893,node_0893,junction,40.37,362410.07,176821.55
894,node_0894,junction,24.82,362118.62,176656.16
895,node_0895,junction,24.82,362118.58,176656.25
896,node_0896,junction,24.8,362115.61,176648.85
897,node_0897,junction,24.8,362115.65,176648.76
898,node_0898,junction,24.83,362124.86,176655.48
899,node_0899,junction,24.83,362124.95,176655.52
900,node_0900,junction,24.9,362119.7,176660.4
901,node_0901,junction,24.9,362119.61,176660.36
902,node_0902,junction,24.81,362123.01,176645.15
903,node_0903,junction,24.81,362122.98,176645.24
904,node_0904,junction,39.82,362398.95,176830.92
905,node_0905,junction,39.82,362398.85,176830.88
906,node_0906,junction,39.93,362408.15,176833.81
907,node_0907,junction,39.93,362408.06,176833.79
908,node_0908,junction,50.43,362453.39,177250.49
909,node_0909,junction,50.43,362453.49,177250.49
910,node_0910,junction,50.1,362455.01,177248.55
911,node_0911,junction,50.1,362455.0,177248.65
912,node_0912,junction,44.62,362474.33,177152.89
913,node_0913,junction,44.62,362474.36,177152.79
914,node_0914,junction,44.62,362473.11,177150.67
915,node_0915,junction,44.62,362473.02,177150.64
916,node_0916,junction,72.5,362399.25,177653.61
917,node_0917,junction,72.5,362399.26,177653.51
918,node_0918,junction,65.63,362323.65,178019.41
919,node_0919,junction,65.63,362323.55,178019.39
920,node_0920,junction,65.67,362319.47,178020.03
921,node_0921,junction,65.67,362319.4,178020.09
922,node_0922,junction,65.63,362322.38,178016.96
923,node_0923,junction,65.63,362322.32,178017.04
924,node_0924,junction,65.75,362332.89,178021.14
925,node_0925,junction,65.75,362332.99,178021.16
926,node_0926,junction,65.77,362336.74,178022.21
927,node_0927,junction,65.77,362336.83,178022.24
928,node_0928,junction,66.06,362352.1,178037.55
929,node_0929,junction,66.06,362352.09,178037.45
930,node_0930,junction,66.13,362352.33,178042.01
931,node_0931,junction,66.13,362352.32,178041.91
932,node_0932,junction,66.09,362355.93,178039.95
933,node_0933,junction,66.09,362355.83,178039.93
934,node_0934,junction,60.48,362303.17,178548.14
935,node_0935,junction,60.48,362303.23,178548.06
936,node_0936,junction,60.48,362299.15,178549.8
937,node_0937,junction,60.48,362299.25,178549.8
938,node_0938,junction,63.24,362951.25,175410.08
939,node_0939,junction,63.24,362951.34,175410.12
940,node_0940,junction,60.28,362914.14,175416.57
941,node_0941,junction,60.28,362914.2,175416.66
942,node_0942,junction,61.64,362926.32,175417.03
943,node_0943,junction,61.64,362926.22,175417.04
944,node_0944,junction,62.47,362930.07,175416.41
945,node_0945,junction,62.47,362930.01,175416.33
946,node_0946,junction,56.98,362794.95,175493.13
947,node_0947,junction,56.98,362794.87,175493.08
948,node_0948,junction,56.98,362794.92,175491.19
949,node_0949,junction,56.98,362795.0,175491.13
950,node_0950,junction,57.31,362802.34,175492.26
951,node_0951,junction,57.31,362802.26,175492.33
952,node_0952,junction,55.54,362528.13,175356.88
953,node_0953,junction,55.98,362542.29,175350.13
954,node_0954,junction,56.67,362593.23,175382.96
955,node_0955,junction,56.67,362593.16,175383.03
956,node_0956,junction,53.59,362522.83,175459.84
957,node_0957,junction,53.59,362522.77,175459.77
958,node_0958,junction,55.92,362726.63,175462.16
959,node_0959,junction,55.92,362726.58,175462.25
960,node_0960,junction,57.18,362761.67,175466.34
961,node_0961,junction,57.18,362761.73,175466.26
962,node_0962,junction,57.23,362640.98,175388.65
963,node_0963,junction,57.23,362641.02,175388.56
964,node_0964,junction,59.18,362607.8,175038.75
965,node_0965,junction,59.18,362607.8,175038.65
966,node_0966,junction,65.0,362845.61,175042.5
967,node_0967,junction,65.0,362845.56,175042.59
968,node_0968,junction,64.76,362907.08,175076.35
969,node_0969,junction,64.76,362907.12,175076.26
970,node_0970,junction,65.33,362912.58,175062.84
971,node_0971,junction,65.33,362912.63,175062.75
972,node_0972,junction,58.04,362818.92,175485.01
973,node_0973,junction,58.04,362818.84,175485.07
974,node_0974,junction,58.43,362821.64,175482.98
975,node_0975,junction,58.43,362821.56,175483.04
976,node_0976,junction,64.03,362820.88,175011.55
977,node_0977,junction,64.03,362820.93,175011.46
978,node_0978,junction,52.94,362665.58,175613.66
979,node_0979,junction,52.94,362665.65,175613.74
980,node_0980,junction,57.13,362810.49,175516.52
981,node_0981,junction,57.13,362810.53,175516.43
982,node_0982,junction,58.57,362900.62,175571.6
983,node_0983,junction,58.57,362900.56,175571.68
984,node_0984,junction,58.12,362867.96,175536.74
985,node_0985,junction,58.12,362868.03,175536.66
986,node_0986,junction,53.51,362979.58,175756.71
987,node_0987,junction,53.51,362979.67,175756.74
988,node_0988,junction,48.76,362942.24,175890.61
989,node_0989,junction,48.76,362942.26,175890.71
990,node_0990,junction,48.47,362944.84,175887.55
991,node_0991,junction,48.47,362944.75,175887.6
992,node_0992,junction,48.54,362931.28,175866.95
993,node_0993,junction,48.54,362931.3,175867.05
994,node_0994,junction,48.54,362895.85,175898.08
995,node_0995,junction,48.54,362895.95,175898.11
996,node_0996,junction,47.54,362876.15,175850.56
997,node_0997,junction,47.54,362876.11,175850.65
998,node_0998,junction,47.51,362874.18,175856.96
999,node_0999,junction,47.51,362874.26,175857.01
1000,node_1000,junction,56.26,362929.85,176001.61
1001,node_1001,junction,56.26,362929.95,176001.58
1002,node_1002,junction,56.42,362823.3,176109.65
1003,node_1003,junction,56.42,362823.3,176109.55
1004,node_1004,junction,55.35,362726.55,176102.05
1005,node_1005,junction,55.35,362726.45,176102.05
1006,node_1006,junction,55.25,362646.65,176021.72
1007,node_1007,junction,55.25,362646.55,176021.68
1008,node_1008,junction,55.29,362650.57,176022.15
1009,node_1009,junction,55.29,362650.62,176022.06
1010,node_1010,junction,55.13,362644.03,176018.76
1011,node_1011,junction,55.13,362643.98,176018.85
1012,node_1012,junction,55.38,362657.03,176028.94
1013,node_1013,junction,55.38,362656.97,176028.86
1014,node_1014,junction,54.5,362614.25,176089.53
1015,node_1015,junction,54.5,362614.15,176089.54
1016,node_1016,junction,54.56,362616.32,176088.57
1017,node_1017,junction,54.56,362616.4,176088.62
1018,node_1018,junction,54.5,362614.47,176086.14
1019,node_1019,junction,54.5,362614.53,176086.05
1020,node_1020,junction,54.52,362613.85,176084.09
1021,node_1021,junction,54.52,362613.76,176084.12
1022,node_1022,junction,54.21,362551.99,176096.45
1023,node_1023,junction,54.21,362551.98,176096.35
1024,node_1024,junction,54.2,362558.6,176098.66
1025,node_1025,junction,54.2,362558.6,176098.76
1026,node_1026,junction,54.17,362561.73,176098.48
1027,node_1027,junction,54.17,362561.74,176098.58
1028,node_1028,junction,54.11,362555.73,176102.19
1029,node_1029,junction,54.11,362555.74,176102.29
1030,node_1030,junction,55.56,362711.97,176009.95
1031,node_1031,junction,55.56,362712.0,176010.04
1032,node_1032,junction,43.68,362532.89,176619.95
1033,node_1033,junction,43.68,362532.91,176620.05
1034,node_1034,junction,42.46,362550.74,176781.42
1035,node_1035,junction,42.46,362550.66,176781.37
1036,node_1036,junction,42.9,362751.27,176995.51
1037,node_1037,junction,42.9,362751.22,176995.6
1038,node_1038,junction,43.41,362659.07,176860.14
1039,node_1039,junction,43.41,362659.13,176860.06
1040,node_1040,junction,45.17,362714.2,176680.75
1041,node_1041,junction,45.17,362714.21,176680.85
1042,node_1042,junction,45.4,362742.55,176645.11
1043,node_1043,junction,45.4,362742.45,176645.08
1044,node_1044,junction,45.72,362852.27,176723.44
1045,node_1045,junction,45.72,362852.33,176723.37
1046,node_1046,junction,44.36,362819.96,176894.08
1047,node_1047,junction,44.36,362820.04,176894.13
1048,node_1048,junction,44.51,362835.86,176907.07
1049,node_1049,junction,44.51,362835.93,176907.06
1050,node_1050,junction,44.15,362794.36,176904.27
1051,node_1051,junction,44.15,362794.44,176904.33
1052,node_1052,junction,42.81,362739.87,176984.94
1053,node_1053,junction,42.81,362739.93,176984.86
1054,node_1054,junction,45.21,362913.28,176809.13
1055,node_1055,junction,45.21,362913.3,176809.23
1056,node_1056,junction,45.21,362914.76,176811.44
1057,node_1057,junction,45.21,362914.84,176811.5
1058,node_1058,junction,45.16,362921.27,176896.22
1059,node_1059,junction,45.16,362921.22,176896.31
1060,node_1060,junction,45.18,362935.27,176875.01
1061,node_1061,junction,45.18,362935.33,176874.93
1062,node_1062,junction,45.16,362967.57,176890.45
1063,node_1063,junction,45.16,362967.63,176890.36
1064,node_1064,junction,45.23,362981.66,176899.71
1065,node_1065,junction,45.23,362981.63,176899.81
1066,node_1066,junction,45.33,362973.0,176921.83
1067,node_1067,junction,45.33,362973.06,176921.76
1068,node_1068,junction,42.38,362599.54,176834.03
1069,node_1069,junction,42.38,362599.45,176833.97
1070,node_1070,junction,41.07,362545.08,176893.15
1071,node_1071,junction,41.07,362545.13,176893.06
1072,node_1072,junction,41.15,362563.37,176905.63
1073,node_1073,junction,41.15,362563.28,176905.58
1074,node_1074,junction,44.91,362861.04,176822.83
1075,node_1075,junction,44.91,362860.96,176822.77
1076,node_1076,junction,45.18,362882.95,176836.93
1077,node_1077,junction,45.18,362882.86,176836.87
1078,node_1078,junction,44.52,362639.43,176632.26
1079,node_1079,junction,44.52,362639.37,176632.34
1080,node_1080,junction,45.36,362733.23,176636.66
1081,node_1081,junction,45.36,362733.17,176636.74
1082,node_1082,junction,45.32,362728.33,176643.26
1083,node_1083,junction,45.32,362728.27,176643.34
1084,node_1084,junction,45.76,362853.06,176718.34
1085,node_1085,junction,45.76,362853.13,176718.27
1086,node_1086,junction,45.08,362945.94,177155.43
1087,node_1087,junction,45.08,362945.86,177155.37
1088,node_1088,junction,44.81,362933.92,177112.05
1089,node_1089,junction,44.81,362933.88,177111.96
1090,node_1090,junction,45.38,362966.03,177219.14
1091,node_1091,junction,45.38,362965.97,177219.06
1092,node_1092,junction,43.89,362856.47,177074.64
1093,node_1093,junction,43.89,362856.53,177074.56
1094,node_1094,junction,43.52,362818.44,177038.64
1095,node_1095,junction,43.52,362818.36,177038.58
1096,node_1096,junction,44.4,362912.45,177142.06
1097,node_1097,junction,44.4,362912.41,177141.97
1098,node_1098,junction,66.15,363451.97,175465.24
1099,node_1099,junction,66.15,363452.03,175465.16
1100,node_1100,junction,66.09,363455.93,175470.33
1101,node_1101,junction,66.09,363456.0,175470.4
1102,node_1102,junction,63.41,363079.71,175472.05
1103,node_1103,junction,63.41,363079.68,175471.95
1104,node_1104,junction,65.7,363019.97,175347.36
1105,node_1105,junction,65.7,363020.03,175347.44
1106,node_1106,junction,66.13,363054.07,175339.66
1107,node_1107,junction,66.13,363054.15,175339.67
1108,node_1108,junction,69.55,363208.58,175235.45
1109,node_1109,junction,69.55,363208.66,175235.39
1110,node_1110,junction,69.46,363204.43,175234.83
1111,node_1111,junction,69.46,363204.51,175234.77
1112,node_1112,junction,71.15,363268.43,175203.84
1113,node_1113,junction,71.15,363268.37,175203.76
1114,node_1114,junction,69.38,363195.13,175237.34
1115,node_1115,junction,69.38,363195.08,175237.26
1116,node_1116,junction,67.71,363123.58,175179.55
1117,node_1117,junction,67.71,363123.63,175179.46
1118,node_1118,junction,72.52,363318.29,175152.95
1119,node_1119,junction,72.52,363318.32,175153.05
1120,node_1120,junction,72.7,363329.13,175155.91
1121,node_1121,junction,72.7,363329.17,175156.0
1122,node_1122,junction,68.68,363244.82,175073.96
1123,node_1123,junction,68.68,363244.78,175074.05
1124,node_1124,junction,68.67,363249.71,175060.25
1125,node_1125,junction,68.67,363249.69,175060.35
1126,node_1126,junction,71.45,363287.84,175235.67
1127,node_1127,junction,71.45,363287.76,175235.73
1128,node_1128,junction,74.85,363413.28,175090.65
